frame,site,drive,pose,landing_x,landing_y,landing_z,northing,easting,planetocentric_latitude,planetodetic_latitude,longitude,elevation,map_pixel_line,map_pixel_sample,dem_pixel_line,dem_pixel_sample,roll,pitch,yaw,quat_s,quat_v1,quat_v2,quat_v3,areoid,radius,sclk,sol
ROVER,24,3076,-1,518.628,-2392.144,-24.545,1093815.013,4352103.350,18.453320872,18.346169209,77.408363074,-2545.176,3339.95,4093.40,834.99,1023.35,0.733,0.413,-2.783,0.999677660,0.006483670,0.003444891,-0.024303865,3394505.037,3391959.861,705383389,433
ROVER,24,3170,-1,538.083,-2388.073,-24.665,1093834.468,4352107.421,18.453649090,18.346169209,77.408435494,-2545.057,3262.13,4109.68,815.53,1027.42,-0.386,1.008,-69.816,0.820054350,0.002273965,0.009141689,-0.572208100,3394504.948,3391959.891,705384869,433
ROVER,24,3204,-1,543.059,-2390.184,-24.908,1093839.444,4352105.310,18.453733038,18.346169209,77.408397943,-2544.813,3242.22,4101.24,810.56,1025.31,0.868,0.727,-21.080,0.983070500,0.008603335,0.004848192,-0.182961400,3394504.935,3391960.122,705470997,434
ROVER,24,3256,-1,564.776,-2383.322,-24.994,1093861.161,4352112.171,18.454099417,18.346169209,77.408519983,-2544.727,3155.36,4128.69,788.84,1032.17,1.064,-0.230,43.064,0.930165400,0.009372687,0.001543567,0.367017840,3394504.832,3391960.105,705472381,434
ROVER,24,3290,-1,565.191,-2383.134,-25.032,1093861.576,4352112.360,18.454106418,18.346169209,77.408523336,-2544.689,3153.70,4129.44,788.42,1032.36,-0.799,0.874,-79.783,0.767255700,-0.000457523,0.010325967,-0.641258000,3394504.824,3391960.135,705473226,434
ROVER,24,3900,-1,676.301,-2386.452,-26.490,1093972.686,4352109.042,18.455980911,18.346169209,77.408464327,-2543.232,2709.26,4116.17,677.31,1029.04,-1.762,0.405,-69.848,0.819839660,-0.010585761,0.011696676,-0.572375800,3394504.386,3391961.154,705652600,436
ROVER,24,4232,-1,742.732,-2370.617,-29.726,1094039.117,4352124.876,18.457101642,18.346169209,77.408745959,-2539.995,2443.53,4179.51,610.88,1044.88,-4.430,2.938,-75.010,0.793052700,-0.015051103,0.043846980,-0.607386500,3394504.119,3391964.124,705741405,437
ROVER,24,4308,-1,755.174,-2364.699,-30.663,1094051.559,4352130.795,18.457311546,18.346169209,77.408851236,-2539.059,2393.76,4203.18,598.44,1050.80,2.032,5.110,20.528,0.983005050,0.009490020,0.047013090,0.177202820,3394504.064,3391965.005,705917081,439
ROVER,24,4358,-1,759.774,-2363.040,-30.966,1094056.159,4352132.454,18.457389151,18.346169209,77.408880740,-2538.755,2375.36,4209.82,593.84,1052.45,-4.620,0.566,-73.341,0.801541270,-0.029379945,0.028024446,-0.596559350,3394504.049,3391965.294,705917676,439
ROVER,24,4412,-1,774.553,-2361.551,-33.307,1094070.938,4352133.943,18.457638482,18.346169209,77.408907227,-2536.414,2316.25,4215.77,579.06,1053.94,2.703,11.792,-3.832,0.993796500,0.026883869,0.101850350,-0.035668015,3394504.001,3391967.587,706094461,441
ROVER,24,4470,-1,774.798,-2366.810,-33.719,1094071.183,4352128.684,18.457642615,18.346169209,77.408813685,-2536.003,2315.27,4194.74,578.82,1048.68,-10.773,-6.517,-129.572,0.418604430,-0.091126904,0.060684066,-0.901545170,3394504.007,3391968.004,706095204,441
ROVER,24,4516,-1,776.099,-2375.217,-34.107,1094072.484,4352120.277,18.457664564,18.346169209,77.408664152,-2535.614,2310.06,4161.11,577.52,1040.28,-13.118,3.585,-77.323,0.777593100,-0.069734246,0.095591390,-0.617534160,3394504.025,3391968.411,706095918,441
SITE,25,-1,-1,775.910,-2379.967,-34.092,1094072.295,4352115.527,18.457661375,18.346169209,77.408579662,-2535.630,2310.82,4142.11,577.71,1035.53,0.000,-0.000,0.000,1.000000000,0.000000000,0.000000000,0.000000000,3394504.036,3391968.406,706099952,441
ROVER,25,94,-1,771.593,-2406.904,-33.574,1094067.978,4352088.590,18.457588545,18.346169209,77.408100553,-2536.147,2328.09,4034.36,582.02,1008.59,-10.857,-3.736,-114.252,0.537479500,-0.078578610,0.061795883,-0.837330500,3394504.111,3391967.964,706272186,443
ROVER,25,214,-1,767.955,-2442.380,-33.725,1094064.340,4352053.114,18.457527169,18.346169209,77.407469563,-2535.996,2342.64,3892.46,585.66,973.11,-11.793,0.300,-89.801,0.704776400,-0.070928834,0.074360380,-0.701947150,3394504.215,3391968.218,706274142,443
ROVER,25,294,-1,773.384,-2460.834,-35.132,1094069.769,4352034.660,18.457618760,18.346169209,77.407141328,-2534.589,2320.92,3818.64,580.23,954.66,-6.132,9.376,-40.876,0.934103800,-0.021447958,0.095091924,-0.343435080,3394504.243,3391969.654,706715746,448
ROVER,25,446,-1,763.092,-2505.999,-34.141,1094059.477,4351989.495,18.457445128,18.346169209,77.406338006,-2535.580,2362.09,3637.98,590.52,909.49,-4.346,-11.719,-170.329,0.079935156,-0.104831660,0.028983625,-0.990848400,3394504.408,3391968.827,706718528,448
SITE,26,-1,-1,766.918,-2508.054,-34.943,1094063.303,4351987.440,18.457509675,18.346169209,77.406301461,-2534.778,2346.79,3629.76,586.70,907.44,0.000,-0.000,0.000,1.000000000,0.000000000,0.000000000,0.000000000,3394504.401,3391969.622,706811607,449
ROVER,26,96,-1,789.483,-2509.430,-39.695,1094085.868,4351986.064,18.457890360,18.346169209,77.406276986,-2530.027,2256.53,3624.26,564.13,906.06,-0.720,-13.855,-170.257,0.083545650,-0.120701440,-0.004023675,-0.989158800,3394504.328,3391974.301,707338497,455
ROVER,26,160,-1,793.442,-2496.725,-41.024,1094089.827,4351998.769,18.457957151,18.346169209,77.406502962,-2528.698,2240.69,3675.08,560.17,918.77,12.103,13.365,38.492,0.936515570,0.060705286,0.143767920,0.313981200,3394504.278,3391975.580,707427762,456
ROVER,26,218,-1,796.986,-2497.026,-42.330,1094093.371,4351998.468,18.458016940,18.346169209,77.406497598,-2527.392,2226.52,3673.87,556.63,918.47,-1.304,-15.878,-170.335,0.081864050,-0.138566230,-0.000406151,-0.986963800,3394504.266,3391976.874,707429033,456
ROVER,26,282,-1,801.699,-2500.080,-43.074,1094098.084,4351995.414,18.458096451,18.346169209,77.406443283,-2526.648,2207.66,3661.66,551.92,915.41,9.175,-4.541,111.945,0.554737450,0.077447616,0.044132777,0.827236650,3394504.263,3391977.616,707778354,460
ROVER,26,470,-1,826.469,-2519.797,-45.510,1094122.854,4351975.697,18.458514336,18.346169209,77.406092584,-2524.211,2108.58,3582.79,527.15,895.70,-3.053,3.323,-74.327,0.796765700,-0.003709369,0.039183266,-0.603005300,3394504.233,3391980.022,707780327,460
ROVER,26,522,-1,832.011,-2516.762,-45.809,1094128.396,4351978.732,18.458607833,18.346169209,77.406146564,-2523.912,2086.42,3594.93,521.60,898.73,3.082,1.198,25.421,0.975150600,0.023931682,0.016107583,0.219657020,3394504.206,3391980.294,707867748,461
ROVER,26,630,-1,836.988,-2516.875,-46.417,1094133.373,4351978.618,18.458691798,18.346169209,77.406144552,-2523.304,2066.51,3594.47,516.63,898.62,-9.287,-0.457,-110.099,0.570719100,-0.049633026,0.064074110,-0.817135700,3394504.187,3391980.883,707868803,461
ROVER,26,694,-1,838.609,-2526.470,-46.992,1094134.994,4351969.024,18.458719145,18.346169209,77.405973896,-2522.730,2060.02,3556.09,515.01,889.02,8.069,4.758,28.985,0.965679650,0.057697340,0.057683800,0.246589530,3394504.207,3391981.478,708136142,464
ROVER,26,756,-1,843.020,-2524.284,-47.638,1094139.405,4351971.210,18.458793561,18.346169209,77.406012788,-2522.083,2042.38,3564.84,510.59,891.21,10.450,6.423,29.665,0.962456900,0.073611036,0.077204690,0.249594850,3394504.186,3391982.103,708136758,464
ROVER,26,850,-1,846.715,-2519.383,-48.131,1094143.100,4351976.111,18.458855898,18.346169209,77.406099960,-2521.591,2027.60,3584.45,506.90,896.11,10.853,11.842,30.545,0.957806050,0.063687170,0.123845160,0.251423780,3394504.161,3391982.570,709023549,474
ROVER,26,1004,-1,849.052,-2515.575,-48.869,1094145.437,4351979.919,18.458895325,18.346169209,77.406167686,-2520.853,2018.25,3599.68,504.56,899.92,5.644,12.787,8.434,0.990291200,0.040618770,0.114520320,0.067517740,3394504.140,3391983.287,709292198,477
ROVER,26,1110,-1,839.099,-2523.303,-46.957,1094135.484,4351972.191,18.458727412,18.346169209,77.406030223,-2522.764,2058.06,3568.76,514.52,892.19,-8.838,-0.324,-109.160,0.577663960,-0.046955884,0.061155904,-0.812625050,3394504.199,3391981.435,711420457,501
ROVER,26,1154,-1,837.176,-2527.714,-46.894,1094133.561,4351967.780,18.458694970,18.346169209,77.405951768,-2522.828,2065.76,3551.12,516.44,887.78,-3.708,-8.877,-179.080,0.005493867,-0.077607040,0.031635290,-0.996466800,3394504.214,3391981.386,711420965,501
ROVER,26,1222,-1,834.349,-2529.222,-46.554,1094130.734,4351966.272,18.458647276,18.346169209,77.405924946,-2523.168,2077.06,3545.09,519.27,886.27,-14.090,-1.913,-107.805,0.582978400,-0.085641116,0.089328654,-0.803008200,3394504.231,3391981.063,711504522,502
ROVER,26,1652,-1,816.742,-2450.353,-44.201,1094113.127,4352045.140,18.458350236,18.346169209,77.407327741,-2525.521,2147.49,3860.56,536.87,965.14,-1.877,-5.506,159.593,0.177694857,0.044362407,-0.024609560,0.982777119,3394504.079,3391978.559,714440400,535
ROVER,26,2018,-1,808.787,-2380.156,-43.255,1094105.172,4352115.338,18.458216030,18.346169209,77.408576310,-2526.466,2179.31,4141.35,544.83,1035.34,2.695,-7.883,159.614,0.174909300,0.071786290,0.010929872,0.981903250,3394503.940,3391977.474,714530171,536
ROVER,26,2142,-1,808.447,-2364.849,-42.979,1094104.832,4352130.645,18.458210294,18.346169209,77.408848554,-2526.743,2180.67,4202.58,545.17,1050.64,1.694,-8.379,-179.808,0.002747003,-0.073020928,-0.014863471,-0.997215867,3394503.908,3391977.166,714613980,537
ROVER,26,2548,-1,726.520,-2375.933,-28.772,1094022.905,4352119.561,18.456828136,18.346169209,77.408651412,-2540.949,2508.38,4158.24,627.09,1039.56,-2.043,-1.305,-159.341,0.179064542,-0.014401151,0.015497431,-0.983609855,3394504.183,3391963.234,714705959,538
ROVER,26,3008,-1,637.053,-2417.667,-26.075,1093933.438,4352077.827,18.455318774,18.346169209,77.407909110,-2543.647,2866.25,3991.31,716.56,997.83,-1.241,-0.057,-140.264,0.339832336,-0.004150190,0.010011079,-0.940423608,3394504.605,3391960.958,714793949,539
ROVER,26,3482,-1,547.433,-2474.632,-26.324,1093843.818,4352020.862,18.453806830,18.346169209,77.406895906,-2543.398,3224.73,3763.45,806.18,940.86,-1.830,-0.682,-140.646,0.336575747,-0.010976466,0.013032231,-0.941502213,3394505.051,3391961.653,714969544,541
ROVER,26,4200,-1,435.907,-2542.870,-25.269,1093732.292,4351952.624,18.451925319,18.346169209,77.405682206,-2544.453,3670.83,3490.50,917.71,872.62,0.085,0.274,-139.523,0.345923040,0.002502218,0.000127459,-0.938259540,3394505.504,3391961.051,715059661,542
ROVER,26,5150,-1,338.104,-2586.225,-28.558,1093634.489,4351909.269,18.450275323,18.346169209,77.404911071,-2541.164,4062.04,3317.08,1015.51,829.27,2.709,4.379,-120.167,0.497452320,0.044883790,-0.001425730,-0.866328240,3394505.806,3391964.642,715155956,543
ROVER,26,5214,-1,327.151,-2593.991,-29.624,1093623.536,4351901.503,18.450090539,18.346169209,77.404772937,-2540.098,4105.86,3286.01,1026.46,821.50,0.118,12.129,-89.390,0.706807435,0.075031072,0.074380830,-0.699472010,3394505.838,3391965.740,715593579,548
ROVER,26,5226,-1,327.170,-2594.444,-29.720,1093623.555,4351901.050,18.450090860,18.346169209,77.404764891,-2540.002,4105.78,3284.20,1026.45,821.05,1.293,10.339,-88.376,0.713387370,0.070860654,0.056773070,-0.694862604,3394505.838,3391965.837,715856649,551
SITE,27,-1,-1,340.969,-2761.154,-42.356,1093637.354,4351734.340,18.450323657,18.346169209,77.401799709,-2527.365,4050.58,2617.36,1012.65,654.34,0.000,-0.000,0.000,1.000000000,0.000000000,0.000000000,0.000000000,3394505.811,3391978.446,716219345,555
ROVER,27,186,-1,366.985,-2772.992,-42.594,1093663.370,4351722.502,18.450762563,18.346169209,77.401589155,-2527.127,3946.52,2570.01,986.63,642.50,-2.974,7.394,-94.121,0.680807114,0.029547097,0.062869743,-0.729161203,3394505.752,3391978.625,716309031,556
ROVER,27,230,-1,366.533,-2778.119,-43.012,1093662.918,4351717.375,18.450754938,18.346169209,77.401497960,-2526.709,3948.33,2549.50,987.08,637.37,-2.171,2.264,-150.042,0.258727998,0.014187691,0.023404336,-0.965562403,3394505.752,3391979.042,716309645,556
SITE,28,-1,-1,365.854,-2781.211,-43.203,1093662.239,4351714.283,18.450743482,18.346169209,77.401442975,-2526.519,3951.04,2537.13,987.76,634.28,0.000,-0.000,0.000,1.000000000,0.000000000,0.000000000,0.000000000,3394505.755,3391979.236,716393047,557
SITE,29,-1,-1,364.836,-2781.361,-43.196,1093661.221,4351714.133,18.450726308,18.346169209,77.401440293,-2526.525,3955.12,2536.53,988.78,634.13,0.000,-0.000,0.000,1.000000000,0.000000000,0.000000000,0.000000000,3394505.755,3391979.230,717106034,565
ROVER,29,58,-1,381.765,-2786.715,-43.554,1093678.150,4351708.779,18.451011911,18.346169209,77.401345074,-2526.167,3887.40,2515.12,971.85,628.78,-4.040,-4.996,-177.780,0.017802024,-0.044228792,0.034361061,-0.998271644,3394505.721,3391979.554,719497561,592
ROVER,29,144,-1,402.464,-2787.525,-44.340,1093698.849,4351707.969,18.451361115,18.346169209,77.401330657,-2525.381,3804.60,2511.87,951.15,627.97,-5.646,1.129,-115.744,0.531550944,-0.017856399,0.046944737,-0.845535874,3394505.679,3391980.298,716479939,558
SITE,30,-1,-1,400.612,-2791.621,-44.437,1093696.997,4351703.873,18.451329871,18.346169209,77.401257819,-2525.285,3812.01,2495.49,953.00,623.87,0.000,-0.000,0.000,1.000000000,0.000000000,0.000000000,0.000000000,3394505.682,3391980.397,719593283,593
ROVER,30,1096,-1,531.145,-2910.296,-52.177,1093827.530,4351585.198,18.453532042,18.346169209,77.399147004,-2517.544,3289.88,2020.79,822.47,505.20,-7.888,0.688,-130.597,0.417272568,-0.023304490,0.064990781,-0.906154871,3394505.448,3391987.904,720746184,606
ROVER,30,1172,-1,537.781,-2909.919,-52.427,1093834.166,4351585.575,18.453643995,18.346169209,77.399153709,-2517.295,3263.34,2022.30,815.83,505.57,-3.071,4.427,-106.374,0.599373937,0.014864543,0.044569608,-0.799089134,3394505.438,3391988.143,721013668,609
ROVER,30,1344,-1,495.252,-2908.110,-51.419,1093791.637,4351587.384,18.452926505,18.346169209,77.399185896,-2518.302,3433.45,2029.54,858.36,507.38,-4.087,4.768,-160.041,0.174493000,0.034764960,0.042294856,-0.983135164,3394505.499,3391987.196,722782653,629
ROVER,30,1524,-1,472.913,-2887.054,-51.495,1093769.298,4351608.440,18.452549632,18.346169209,77.399560399,-2518.227,3522.81,2113.76,880.70,528.44,-5.539,-5.162,96.883,0.663563371,0.001638803,-0.065955557,0.745205224,3394505.538,3391987.311,722785197,629
ROVER,30,1776,-1,464.335,-2843.039,-48.656,1093760.720,4351652.455,18.452404916,18.346169209,77.400343269,-2521.065,3557.12,2289.82,889.28,572.45,-2.098,-3.973,91.218,0.699464560,0.011967071,-0.037315786,0.713592052,3394505.568,3391984.502,722787250,629
ROVER,30,2188,-1,418.111,-2781.550,-45.889,1093714.496,4351713.944,18.451625090,18.346169209,77.401436940,-2523.833,3742.02,2535.78,935.50,633.94,2.344,-12.158,179.653,0.000841086,0.105934460,0.020018980,0.994171200,3394505.654,3391981.822,722790569,629
ROVER,30,2310,-1,402.148,-2786.863,-44.244,1093698.533,4351708.631,18.451355784,18.346169209,77.401342434,-2525.477,3805.87,2514.52,951.47,628.63,-5.729,2.293,-106.238,0.600086272,-0.014003272,0.051955871,-0.798123419,3394505.679,3391980.202,723050465,632
SITE,31,-1,-1,400.692,-2791.658,-44.437,1093697.077,4351703.836,18.451331221,18.346169209,77.401257148,-2525.285,3811.69,2495.34,952.92,623.84,0.000,-0.000,0.000,1.000000000,0.000000000,0.000000000,0.000000000,3394505.682,3391980.397,723053587,632
ROVER,31,466,-1,326.039,-2763.265,-43.808,1093622.424,4351732.229,18.450071779,18.346169209,77.401762158,-2525.913,4110.30,2608.91,1027.58,652.23,-3.964,-3.252,123.115,0.476659179,0.008473247,-0.043907151,0.877950132,3394505.851,3391979.937,723855298,641
ROVER,31,500,-1,324.003,-2759.420,-43.472,1093620.388,4351736.074,18.450037431,18.346169209,77.401830554,-2526.249,4118.45,2624.30,1029.61,656.07,-5.345,-1.784,130.073,0.422185183,-0.005576712,-0.048826896,0.905176520,3394505.856,3391979.607,723855805,641
ROVER,31,856,-1,332.222,-2697.328,-37.634,1093628.607,4351798.166,18.450176090,18.346169209,77.402934954,-2532.087,4085.57,2872.67,1021.39,718.17,-4.603,6.730,179.887,0.001373661,0.058691189,0.040033851,-0.997472167,3394505.832,3391973.745,724200449,645
ROVER,31,1710,-1,339.650,-2595.971,-29.037,1093636.035,4351899.523,18.450301405,18.346169209,77.404737733,-2540.685,4055.86,3278.09,1013.97,819.52,2.186,-1.860,45.056,0.923282743,0.023837412,-0.007680859,0.383303791,3394505.802,3391965.117,724294453,646
ROVER,31,2154,-1,392.510,-2574.274,-26.290,1093688.895,4351921.220,18.451193185,18.346169209,77.405123636,-2543.431,3844.42,3364.88,961.10,841.22,3.947,-0.908,44.674,0.924281955,0.034864955,0.005764094,0.380071193,3394505.648,3391962.216,724379771,647
SITE,32,-1,-1,471.112,-2458.044,-24.560,1093767.497,4352037.450,18.452519249,18.346169209,77.407190949,-2545.162,3530.01,3829.80,882.50,957.45,0.000,-0.000,0.000,1.000000000,0.000000000,0.000000000,0.000000000,3394505.305,3391960.143,724472059,648
ROVER,32,94,-1,473.488,-2428.704,-24.197,1093769.873,4352066.790,18.452559333,18.346169209,77.407712806,-2545.524,3520.51,3947.16,880.13,986.79,1.340,0.455,30.309,0.965162933,0.010252818,0.006885945,0.261358023,3394505.267,3391959.743,724827222,652
ROVER,32,148,-1,477.701,-2426.433,-24.458,1093774.086,4352069.061,18.452630409,18.346169209,77.407753207,-2545.263,3503.66,3956.25,875.91,989.06,1.165,0.363,29.989,0.965903580,0.009000053,0.005690202,0.258682966,3394505.249,3391959.986,724827769,652
ROVER,32,172,-1,475.250,-2427.677,-24.341,1093771.635,4352067.817,18.452589059,18.346169209,77.407731079,-2545.381,3513.46,3951.27,878.36,987.82,1.357,0.579,29.982,0.965901911,0.010129517,0.007944660,0.258587986,3394505.258,3391959.878,725001303,654
ROVER,32,250,-1,471.763,-2421.466,-24.243,1093768.148,4352074.028,18.452530231,18.346169209,77.407841552,-2545.479,3527.41,3976.11,881.85,994.03,-0.625,0.307,-61.159,0.860917211,-0.003331537,0.005081125,-0.508708775,3394505.266,3391959.787,725002977,654
ROVER,32,274,-1,470.274,-2418.657,-24.133,1093766.659,4352076.837,18.452505111,18.346169209,77.407891508,-2545.589,3533.36,3987.35,883.34,996.84,-0.364,0.816,-61.070,0.861303389,0.000884543,0.007746165,-0.508031130,3394505.271,3391959.682,725353123,658
ROVER,32,378,-1,480.171,-2409.270,-24.412,1093776.556,4352086.224,18.452672079,18.346169209,77.408058476,-2545.309,3493.78,4024.90,873.44,1006.22,-0.970,-0.240,-105.906,0.602434200,-0.006769348,0.005498761,-0.798120900,3394505.217,3391959.908,725355119,658
ROVER,32,402,-1,480.953,-2406.574,-24.421,1093777.338,4352088.920,18.452685272,18.346169209,77.408106420,-2545.300,3490.65,4035.68,872.66,1008.92,-0.478,0.334,-106.248,0.600087464,-0.000173323,0.005083899,-0.799918175,3394505.215,3391959.915,725809237,663
ROVER,32,432,-1,483.093,-2408.417,-24.482,1093779.478,4352087.077,18.452721375,18.346169209,77.408073647,-2545.240,3482.09,4028.31,870.52,1007.08,-0.146,0.933,-37.795,0.946069840,0.001431914,0.008119131,-0.323857900,3394505.209,3391959.970,725810624,663
ROVER,32,482,-1,485.524,-2407.988,-24.531,1093781.909,4352087.506,18.452762388,18.346169209,77.408081274,-2545.191,3472.36,4030.02,868.09,1007.51,0.501,0.181,5.795,0.998711348,0.004284034,0.001794207,0.050537780,3394505.192,3391960.001,725811157,663
ROVER,32,506,-1,482.775,-2408.365,-24.440,1093779.160,4352087.129,18.452716010,18.346169209,77.408074569,-2545.281,3483.36,4028.52,870.84,1007.13,0.696,0.495,5.824,0.998682320,0.005843135,0.004625191,0.050774671,3394505.209,3391959.928,726155712,667
ROVER,32,580,-1,483.137,-2401.435,-24.451,1093779.522,4352094.059,18.452722118,18.346169209,77.408197825,-2545.270,3481.91,4056.24,870.48,1014.06,-0.813,-0.058,-94.837,0.676615536,-0.005170818,0.004879043,-0.736302137,3394505.202,3391959.932,726157362,667
ROVER,32,604,-1,483.371,-2398.567,-24.449,1093779.756,4352096.926,18.452726065,18.346169209,77.408248829,-2545.272,3480.98,4067.71,870.24,1016.93,-0.687,-0.586,-94.810,0.676767886,-0.007822943,0.000954649,-0.736154258,3394505.199,3391959.927,726421327,670
ROVER,32,672,-1,488.060,-2398.044,-24.608,1093784.445,4352097.450,18.452805172,18.346169209,77.408258133,-2545.113,3462.22,4069.80,865.55,1017.45,-0.255,-0.093,-2.366,0.999784052,-0.002243988,-0.000765289,-0.020643940,3394505.176,3391960.062,726422925,670
ROVER,32,696,-1,485.308,-2398.042,-24.443,1093781.693,4352097.452,18.452758744,18.346169209,77.408258175,-2545.278,3473.23,4069.81,868.31,1017.45,-0.379,1.152,-2.673,0.999672830,-0.003074369,0.010124634,-0.023287136,3394505.191,3391959.913,726776223,674
ROVER,32,774,-1,483.630,-2393.855,-24.278,1093780.015,4352101.639,18.452730435,18.346169209,77.408332648,-2545.443,3479.94,4086.56,869.99,1021.64,-0.500,-0.504,-66.391,0.836782038,-0.006060421,-0.001291627,-0.547501028,3394505.186,3391959.742,726777850,674
ROVER,32,798,-1,482.612,-2391.381,-24.402,1093778.997,4352104.113,18.452713260,18.346169209,77.408376653,-2545.320,3484.01,4096.45,871.00,1024.11,-0.042,0.278,-66.414,0.836697161,0.001023929,0.002226949,-0.547660351,3394505.192,3391959.872,727130952,678
ROVER,32,862,-1,495.478,-2386.164,-24.432,1093791.863,4352109.330,18.452930318,18.346169209,77.408469440,-2545.290,3432.55,4117.32,858.14,1029.33,0.517,0.836,21.894,0.981773376,0.003044874,0.008016124,0.189861774,3394505.132,3391959.843,727132724,678
ROVER,32,896,-1,499.866,-2384.058,-24.626,1093796.251,4352111.436,18.453004346,18.346169209,77.408506908,-2545.095,3415.00,4125.75,853.75,1031.44,0.205,-0.743,22.123,0.981397212,0.003000683,-0.006023461,0.191870287,3394505.107,3391960.012,727133195,678
